butanol 	 -193.12836249728798 
decanol 	 -193.12836249728798 
ethanol 	 -193.12836249728798 
heptanol 	 -193.12836249728798 
hexanol 	 -193.12836249728798 
methanol 	 -193.12836249728798 
nonanol 	 -193.12836249728798 
octanol 	 -193.12836249728798 
pentanol 	 -193.12836249728798 
propanol 	 -193.12836249728798 
